,,Unique,Unique-values,use case from drugbank,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Sarafloxacin,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secnidazole,,,,,
Secoisolariciresinol,,,,,
Secoisolariciresinol,,,,,
Secoisolariciresinol,,,,,
Secoisolariciresinol,,,,,
Secoisolariciresinol,,,,,
Secoisolariciresinol,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertaconazole nitrate,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sertindole,,,,,
Sildenafil citrate,,,,,
Sildenafil citrate,,,,,
Sisomicin sulfate,,,,,
Sisomicin sulfate,,,,,
Solithromycin,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sorivudine,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sotalol,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Sparfloxacin,,,,,
Spectinomycin dihydrochloride,,,,,
Spectinomycin dihydrochloride,,,,,
Spectinomycin dihydrochloride,,,,,
Spectinomycin dihydrochloride,,,,,
Spectinomycin dihydrochloride,,,,,
Spiperone,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Spiramycin,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Stanozolol,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Statins,,,,,
Streptonegrin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Streptozotocin,,,,,
Sulbactam,,,,,
Sulbactam,,,,,
Sulbactam,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulconazole nitrate,,,,,
Sulfamonomethoxine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfasalazine,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Sulfinpyrazone,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Suloctidil,,,,,
Sulpiride,,,,,
Sumatriptan succinate,,,,,
Sumatriptan succinate,,,,,
Sumatriptan succinate,,,,,
Sumatriptan succinate,,,,,
Sunitinib,,,,,
Tacrolimus,,,,,
Tadalafil,,,,,
Tadalafil,,,,,
Tadalafil,,,,,
Tadalafil,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Talampicillin hydrochloride,,,,,
Tamoxifen,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tamoxifen citrate,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tazobactam,,,,,
Tegafur,,,,,
Tegafur,,,,,
Teicoplanin,,,,,
Telavancin,,,,,
Telithromycin,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Telmisartan,,,,,
Temozolomide,,,,,
Temozolomide,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Tenatoprazole,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Terfenadine,,,,,
Testosterone propionate,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Tetracycline hydrochloride,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiamphenicol,,,,,
Thiethylperazine dimalate,,,,,
Thiethylperazine dimalate,,,,,
Thiethylperazine dimalate,,,,,
Thiethylperazine dimalate,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thimerosal,,,,,
Thioguanosine,,,,,
Thioguanosine,,,,,
Thioguanosine,,,,,
Thiopurines,,,,,
Thiopurines,,,,,
Thiopurines,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thioridazine hydrochloride,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiostrepton,,,,,
Thiothixene,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thonzonium bromide,,,,,
Thyroxine (L),,,,,
Thyroxine (L),,,,,
Thyroxine (L),,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Ticarcillin sodium,,,,,
Tigecycline,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tinidazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
Tioconazole,,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
"Tiratricol, 3,3',5-triiodothyroacetic acid",,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolazamide,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolfenamic acid,,,,,
Tolnaftate,,,,,
Tolnaftate,,,,,
Tolnaftate,,,,,
Tolnaftate,,,,,
Tolnaftate,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toltrazuril,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Toremifene,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Tosufloxacin hydrochloride,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Trandolapril,,,,,
Tranilast,,,,,
Tranilast,,,,,
Trans-resveratrol,,,,,
Trans-resveratrol,,,,,
Trazodone hydrochloride,,,,,
Tretazicar,,,,,
Tribenoside,,,,,
